Production Year #,Production Month #,Symbol,ML Sec #,CUSIP,Trader
2019,1,MLOSX,67KM4,40436A511,Simon Torjmane / Wen Xuan Lim
2019,2,MLVNZ,67KN2,40436A461,Philippe Trouve / Tyler Foote
2019,2,MLUOJ,67KM9,97098297,Andy Kirou / Charles Wright
2019,2,MLUOE,39HD3,40436A438,Mickael Slomka
2019,2,MLUOK,39HD2,40436A446,Mickael Slomka
2019,2,MLVNW,21BC8,97098412,Andy Kirou / Charles Wright
2019,2,MLUOD,39HD6,40436A370,Pierre-Alexandre Des Mazis
2019,2,MLUOG,68D95,97098321,Shantanu Khare / Tanner Di Lello
2019,2,MLVNY,39HD1,40436A479,Pierre-Alexandre Des Mazis
2019,2,MLUOI,67KN8,97098396,Shantanu Khare / Tanner Di Lello
2019,2,MLUOH,67KN7,40436A396,Shantanu Khare / Tanner Di Lello
2019,2,MLUOF,68D98,40436A420,Shantanu Khare / Tanner Di Lello
2019,2,MLUOL,49IA0,40436A362,Shantanu Khare / Tanner Di Lello
2019,2,MLUOM,08ZQ7,40436A347,Pierre-Alexandre Des Mazis
2019,2,MLOSZ,67KO1,40436A354,Shantanu Khare / Tanner Di Lello
2019,3,MLUOX,67KQ4,06417P462,Shantanu Khare / Tanner Di Lello
2019,3,MLVOZ,39HE2,06417P488,Pierre-Alexandre Des Mazis
2019,3,MLVPE,67KP7,06417P470,Andy Kirou / Charles Wright
2019,3,MLUOW,67KP0,06417P512,Shantanu Khare / Tanner Di Lello
2019,3,MLUOV,68FM5,40436A131,Shantanu Khare / Tanner Di Lello
2019,3,MLUOU,68FL3,40436A230,Shantanu Khare / Tanner Di Lello
2019,3,MLUOS,39HE5,40436A198,Mickael Slomka
2019,3,MLUOT,39HE6,13607G104,Mickael Slomka
2019,3,MLUOP,67KO3,40436A255,Shantanu Khare / Tanner Di Lello
2019,3,MLUOO,68FM1,40436A214,Shantanu Khare / Tanner Di Lello
2019,3,MLUOY,67KP8,06746Y325,Andy Kirou / Charles Wright
2019,3,MLVOO,21BD3,06417P520,Andy Kirou / Charles Wright
2019,3,MLVPF,28CD4,97098529,Pierre-Alexandre Des Mazis
2019,3,MLKGS,67KO8,97098461,Philippe Trouve / Tyler Foote
2019,3,MLVPI,30QW2,97098537,Shantanu Khare / Tanner Di Lello
2019,4,MLUPI,68FM7,13607G203,Shantanu Khare / Tanner Di Lello
2019,4,MLVQB,39HF3,06417P413,Pierre-Alexandre Des Mazis
2019,4,MLUPJ,39HF2,97098545,Mickael Slomka
2019,4,MLVPJ,67KR5,06417P371,Philippe Trouve / Tyler Foote
2019,4,MLUPH,39HF7,97098560,Mickael Slomka
2019,4,MLUPF,68FN0,97098552,Shantanu Khare / Tanner Di Lello
2019,4,MLUPK,08ZQ8,13607G302,Pierre-Alexandre Des Mazis
2019,4,MLUPD,67KR2,06417P397,Philippe Trouve / Tyler Foote
2019,4,MLUPE,67KR3,06417P389,Shantanu Khare / Tanner Di Lello
2019,4,MLUPC,67KR0,06417P439,Shantanu Khare / Tanner Di Lello
2019,4,MLVPQ,21BE9,13607G807,Andy Kirou / Charles Wright
2019,4,MLUPA,49P48,13607G708,Shantanu Khare / Tanner Di Lello
2019,5,MLUPP,67KR9,40436B881,Shantanu Khare / Tanner Di Lello
2019,5,MLUPX,67GS8,40436B717,Shantanu Khare / Tanner Di Lello
2019,5,MLUPU,68FN9,06417P314,Shantanu Khare / Tanner Di Lello
2019,5,MLUPW,08ZR0,06747B704,Pierre-Alexandre Des Mazis
2019,5,MLVQY,250Q5,06417P280,Andy Kirou / Charles Wright
2019,5,MLOTB,67F79,06747A268,Simon Torjmane / Wen Xuan Lim
2019,5,MLVQR,39HH1,97098610,Pierre-Alexandre Des Mazis
2019,5,MLVQP,67KS5,06747A375,Andy Kirou / Charles Wright
2019,5,MLUPO,30PY7,06417P298,Shantanu Khare / Tanner Di Lello
2019,5,MLUPS,39HH0,13607G831,Mickael Slomka
2019,5,MLVQQ,21BF4,13607G849,Andy Kirou / Charles Wright
2019,5,MLUPV,08ZQ9,06417P330,Andy Kirou / Charles Wright
2019,5,MLUPY,67H48,40436B659,Shantanu Khare / Tanner Di Lello
2019,5,MLUPQ,67AA9,40436B8164,Shantanu Khare / Tanner Di Lello
2019,5,MLUPR,39HG8,40436B857,Mickael Slomka
2019,5,MLUPT,68FN6,40436B873,Shantanu Khare / Tanner Di Lello
2019,6,MLVRR,250X0,06747B399,Andy Kirou / Charles Wright
2019,6,MLUQR,31HY2,97098685,Liang Chen / Sun Oh Hahm
2019,6,MLUQM,39GN5,40436B626,Mickael Slomka
2019,6,MLOTC,67KU1,06747B290,Shantanu Khare / Tanner Di Lello
2019,6,MLVRP,67KT4,13607G740,Andy Kirou / Charles Wright
2019,6,MLUQK,67CQ0,97098677,Shantanu Khare / Tanner Di Lello
2019,6,MLUQJ,39HH4,06747B480,Mickael Slomka
2019,6,MLUQI,39HH3,06417P272,Mickael Slomka
2019,6,MLUQH,661V5,97098669,Shantanu Khare / Tanner Di Lello
2019,6,MLUQG,49C79,40436B618,Shantanu Khare / Tanner Di Lello
2019,6,MLVRK,250R5,06417P256,Andy Kirou / Charles Wright
2019,6,MLUQE,67KU4,06417P181,Shantanu Khare / Tanner Di Lello
2019,6,MLUQD,67KT9,06417P223,Shantanu Khare / Tanner Di Lello
2019,6,MLUQC,08ZR1,22548Y124,Andy Kirou / Charles Wright
2019,6,MLUQB,67KU5,13607G732,Shantanu Khare / Tanner Di Lello
2019,6,MLUQA,67KT5,13607G757,Shantanu Khare / Tanner Di Lello
2019,7,MLURF,31HZ3,06417Q205,Yin Liu
2019,7,MLUQU,39HJ2,78014F445,Pierre-Alexandre Des Mazis
2019,7,MLVSN,39HJ3,97098784,Mickael Slomka
2019,7,MLUQY,39HJ6,13607G666,Mickael Slomka
2019,7,MLVSJ,67KV9,97098768,Charles Wright
2019,7,MLVSF,67KV6,13607G716,Charles Wright
2019,7,MLURE,08ZR2,06417P124,Pierre-Alexandre Des Mazis
2019,7,MLVSL,28AG1,06417Q106,Charles Wright
2019,7,MLUQT,67KW3,97098818,Charles Wright
2019,7,MLVSH,39HJ5,78014F429,Pierre-Alexandre Des Mazis
2019,7,MLUQZ,67DQ0,06417P157,Shantanu Khare / Tanner Di Lello
2019,7,MLUQX,39HJ1,13607G674,Mickael Slomka
2019,7,MLVSG,67DR2,97098792,Nate Boroff
2019,7,MLURD,67DX3,97098826,Shantanu Khare / Tanner Di Lello
2019,7,MLVSK,28AA6,13607G682,Charles Wright
2019,7,MLUQW,67KW8,06417P116,Shantanu Khare / Tanner Di Lello
2019,7,"MLURB	",67KV5,06747B142,Shantanu Khare / Tanner Di Lello
2019,7,MLVSI,49DP2,97098750,Nate Boroff
2019,7,MLUQV,67KX3,13607G641,Shantanu Khare / Tanner Di Lello
2019,7,MLURA,67KV7,13607G690,Shantanu Khare / Tanner Di Lello
2019,7,MLVSB,67KW1,97098776,Shantanu Khare / Tanner Di Lello
2019,8,MLOTE,67KZ4,06747C447,Shantanu Khare / Tanner Di Lello
2019,8,MLURO,68DL2,13607G583,Shantanu Khare / Tanner Di Lello
2019,8,MLVTH,39HK1,95002W800,Pierre-Alexandre Des Mazis
2019,8,MLURN,39HJ9,40436B378,Mickael Slomka
2019,8,MLVTF,39HK0,95002W701,Mickael Slomka
2019,8,MLVTO,73KH5,06747C355,Yin Liu
2019,8,MLVTD,28AL2,09710C105,Charles Wright
2019,8,MLURT,08ZR3,06747C546,Pierre-Alexandre Des Mazis
2019,8,MLVTP,28CF0,06747C363,Charles Wright
2019,8,MLVTC,67KY6,40436B345,Shantanu Khare / Tanner Di Lello
2019,8,MLURL,67KY3,13607G617,Charles Wright
2019,8,MLVSW,28AJ1,13607G633,Charles Wright
2019,8,MLURS,39HK3,06417Q866,Mickael Slomka
2019,8,MLVSV,68DL0,95002W602,Nate Boroff
2019,8,MLURQ,39HK2,95002W883,Pierre-Alexandre Des Mazis
2019,8,MLVSR,67KY2,97098883,Charles Wright
2019,8,MLVTJ,67KY7,06417Q858,Charles Wright
2019,8,MLURK,67KX8,06747C744,Shantanu Khare / Tanner Di Lello
2019,8,MLURJ,67KX4,06417Q700,Shantanu Khare / Tanner Di Lello
2019,8,MLVSU,49F69,95002W503,Nate Boroff
2019,8,MLURG,67KX5,40436B386,Shantanu Khare / Tanner Di Lello
2019,8,MLURP,67KZ0,40436B212,Shantanu Khare / Tanner Di Lello
2019,8,MLURH,68DK3,13607G625,Shantanu Khare / Tanner Di Lello
2019,8,MLVTK,30Q30,95002W867,Shantanu Khare / Tanner Di Lello
2019,8,MLURI,31H70,06417Q882,Shantanu Khare / Tanner Di Lello
2019,9,MLVVG,67K14,06747C132,Charles Wright
2019,9,MLVVB,67K04,13607G575,Charles Wright
2019,9,MLUSJ,67K06,09710C154,Shantanu Khare / Tanner Di Lello
2019,9,MLUSK,39HK8,13607G567,Mickael Slomka
2019,9,MLUSI,67K01,06747C314,Shantanu Khare / Tanner Di Lello
2019,9,MLVUY,67K05,06747C280,Shantanu Khare / Tanner Di Lello
2019,9,MLVTR,39HK5,95002W859,Pierre-Alexandre Des Mazis
2019,9,MLVUO,28AR1,78014F387,Charles Wright
2019,9,MLUSE,39HK9,13607G559,Mickael Slomka
2019,9,MLGRZ,39HL3,09710C220,Shantanu Khare / Tanner Di Lello
2019,9,MLVTY,67K07,06417Q791,Charles Wright
2019,9,MLVTZ,68DT2,22550J502,Charles Wright
2019,9,MLKGT,67KZ5,09710C147,Charles Wright
2019,9,MLKGU,70AA4,09710C170,Charles Wright
2019,9,MLURY,68DS6,40436B162,Shantanu Khare / Tanner Di Lello
2019,9,MLVVC,39HL0,06417Q783,Pierre-Alexandre Des Mazis
2019,9,MLURZ,08ZR4,06417Q817,Pierre-Alexandre Des Mazis
2019,9,MLURW,68DR4,06417Q841,Shantanu Khare / Tanner Di Lello
2019,9,MLURX,67K00,06747C348,Charles Wright
2019,9,MLVTS,49O21,06417Q833,Nate Boroff
2019,10,MLMSG,39HM3,06747D858,Shantanu Khare / Tanner Di Lello
2019,10,MLUTA,67K31,06417Q668,Shantanu Khare / Tanner Di Lello
2019,10,MLUSM,67K22,06417Q767,Shantanu Khare / Tanner Di Lello
2019,10,MLUTE,67KG1,13607G443,Shantanu Khare / Tanner Di Lello
2019,10,MLUSN,67K18,13607G534,Shantanu Khare / Tanner Di Lello
2019,10,MLUSP,68DW3,09710C253,Shantanu Khare / Tanner Di Lello
2019,10,MLVVP,67K19,78014F361,Shantanu Khare / Tanner Di Lello
2019,10,MLOTH,67K28,06747D841,Shantanu Khare / Tanner Di Lello
2019,10,MLUTC,39HM5,13607G435,Mickael Slomka
2019,10,MLUSY,39HL6,13607G492,Mickael Slomka
2019,10,MLKGV,67K23,09710C238,Charles Wright
2019,10,MLVVY,49O94,13607G518,Nate Boroff
2019,10,MLUTF,31I42,06417Q650,Shantanu Khare / Tanner Di Lello
2019,10,MLVVU,68D00,06417Q684,Charles Wright
2019,10,MLUTD,08ZR5,06417Q692,Pierre-Alexandre Des Mazis
2019,10,MLVVV,39HL5,78014F353,Pierre-Alexandre Des Mazis
2019,10,MLVVT,39HL7,13607G476,Pierre-Alexandre Des Mazis
2019,10,MLVVS,28AS5,13607G450,Charles Wright
2019,10,MLUSV,39HM4,06417Q676,Mickael Slomka
2019,10,MLUSU,39HL8,06417Q742,Mickael Slomka
2019,10,MLVVR,67K27,13607G468,Charles Wright
2019,10,MLUSW,68D27,09710C246,Shantanu Khare / Tanner Di Lello
2019,10,MLVVI,67K25,06417Q726,Charles Wright
2019,10,MLUSQ,67K26,06417Q718,Charles Wright
2019,11,MLUTN,39HN0,40438B723,Mickael Slomka
2019,11,MLUTO,39HN7,40438B566,Mickael Slomka
2019,11,MLUTG,67K38,40438B731,Charles Wright
2019,11,MLVWL,67K40,06747D569,Shantanu Khare / Tanner Di Lello
2019,11,MLUTM,67K54,06747D213,Shantanu Khare / Tanner Di Lello
2019,11,MLUTL,67K42,06747D551,Shantanu Khare / Tanner Di Lello
2019,11,MLJCO,67K48,40438B665,Mickael Slomka
2019,11,MLUTW,49PF9,40438B699,Shantanu Khare / Tanner Di Lello
2019,11,MLVWR,67K43,95002W768,Charles Wright
2019,11,MLOTL,67K51,06747D387,Shantanu Khare / Tanner Di Lello
2019,11,MLUTJ,67K44,09710C329,Shantanu Khare / Tanner Di Lello
2019,11,MLUTK,67K57,09710C345,Shantanu Khare / Tanner Di Lello
2019,11,MLVWO,67K41,40438B681,Charles Wright
2019,11,MLUTV,67K50,22550J858,Youssef Boujemaoui / Thomas Eshaghi
2019,11, MLVWT,67K45,06747D528,Charles Wright
2019,11,MLUTI,21BE8,06747D544,Charles Wright
2019,11,MLUTS,68EB4,40438B715,Shantanu Khare / Tanner Di Lello
2019,11,MLUTU,67K47,06747D478,Shantanu Khare / Tanner Di Lello
2019,11,MLUTX,30Q50,06747D262,Shantanu Khare / Tanner Di Lello
2019,11,MLUTR,39HN6,40438B582,Mickael Slomka
2019,11,MLUTQ,39HN2,40438B673,Mickael Slomka
2019,11,MLVWP,68D86,95002W784,Charles Wright
2019,11,MLUTT,68D82,06747D593,Shantanu Khare / Tanner Di Lello
2019,11,MLVWU,28CF8,40438B632,Ryan Sosnader / Evan Levine
2019,11,MLVWS,39HN5,06747D239,Pierre-Alexandre Des Mazis
2019,11,MLVWQ,39HM8,40438B749,Pierre-Alexandre Des Mazis
2019,12,MLUUC,67K70,06417Q593,Charles Wright
2019,12,MLUTZ,39HN8,06747E872,Mickael Slomka
2019,12,MLUUA,67K69,40438B467,Shantanu Khare / Tanner Di Lello
2019,12,MLUUH,67K64,06417Q635,Shantanu Khare / Tanner Di Lello
2019,12,MLUUE,49PO2,40438B483,Shantanu Khare / Tanner Di Lello
2019,12,MLUUM,30Q53,06747E773,Shantanu Khare / Tanner Di Lello
2019,12,MLOTN,67K75,06747E575,Shantanu Khare / Tanner Di Lello
2019,12,MLUUB,68EQ3,40438B475,Shantanu Khare / Tanner Di Lello
2019,12,MLUUF,67K76,09710C360,Charles Wright
2019,12,MLUUL,67K72,40438B442,Pierre-Alexandre Des Mazis
2019,12,MLUUK,67K62,22550J825,Mickael Slomka
2019,12,MLVXF,39HP4,06747E757,Pierre-Alexandre Des Mazis
2019,12,MLUUN,70AA9,06417Q585,Youssef Boujemaoui / Thomas Eshaghi
2019,12,MLVXD,68EP9,06747E799,Charles Wright
2019,12,MLVXG,30Q61,06417Q577,Shantanu Khare / Tanner Di Lello
2019,12,MLUUJ,68EQ2,06417Q619,Shantanu Khare / Tanner Di Lello
2019,12,MLVXE,21BF8,891160525,Charles Wright
2019,12,MLVXC,67K65,06417Q627,Charles Wright
2019,12,MLUUO,30Q56,40438B350,Shantanu Khare / Tanner Di Lello
2019,12,MLUUI,39HP2,22550J817,Mickael Slomka
2020,1,MLUVE,68ET3,06747F820,Shantanu Khare / Tanner Di Lello
2020,1,MLUUV,68EQ9,06747E336,Pierre-Alexandre Des Mazis
2020,1,MLUUZ,67LA5,22550J759,Charles Wright
2020,1,MLUUQ,67K93,22550J767,Charles Wright
2020,1,MLVXT,39HR4,06747E328,Shantanu Khare / Tanner Di Lello
2020,1,MLVXZ,30Q89,09710C410,Shantanu Khare / Tanner Di Lello
2020,1,MLUVA,67LA6,06417Q510,Pierre-Alexandre Des Mazis
2020,1,MLUUR,67K86,06417Q551,Shantanu Khare / Tanner Di Lello
2020,1,MLUVF,67LA0,06747E112,Shantanu Khare / Tanner Di Lello
2020,1,MLVXO,67K84,40438B319,Charles Wright
2020,1,MLVXS,68EQ8,06417Q536,Simon Torjmane / Wen Xuan Lim
2020,1,MLOTR,67LA7,06747F739,Charles Wright
2020,1,MLUVC,39HR6,22550J742,Mickael Slomka
2020,1,MLVYB,67LA2,78014F221,Charles Wright
2020,1,MLUUX,67K90,78014F254,Youssef Boujemaoui / Thomas Eshaghi
2020,1,MLUVG,30Q91,78014F213,Mickael Slomka
2020,1,MLUUS,39HP9,40438B293,Pierre-Alexandre Des Mazis
2020,1,MLUUT,39HP8,22550J783,Charles Wright
2020,1,MLUUY,30Q87,40438B285,Pierre-Alexandre Des Mazis
2020,1,MLVXW,21BG4,06417Q528,Pierre-Alexandre Des Mazis
2020,1,MLUUW,67K85,13607G393,Simon Torjmane / Wen Xuan Lim
2020,1,MLVXR,67K91,78014F239,Shantanu Khare / Tanner Di Lello
2020,1,MLUVB,39HR5,40438B194,Charles Wright
2020,1,MLVYA,8Y022,06747E260,Shantanu Khare / Tanner Di Lello
2020,1,MLVXV,67K89,13607G385,Shantanu Khare / Tanner Di Lello
2020,1,MLUVD,68ET4,06417Q494,Shantanu Khare / Tanner Di Lello
2020,1,MLVXX,39HR1,06747E344,Shantanu Khare / Tanner Di Lello
2020,1,MLUUU,68EQ6,06417Q569,Pierre-Alexandre Des Mazis
2020,2,MLUVI,39HR9,13607G328,Pierre-Alexandre Des Mazis
2020,2,MLUVJ,39HS0,13607G294,Mickael Slomka
2020,2,MLVYJ,39HS1,06417Q460,Pierre-Alexandre Des Mazis
2020,2,MLUVS,67LB4,06417Q445,Shantanu Khare / Tanner Di Lello
2020,2,MLUVQ,08ZR7,06417Q387,Pierre-Alexandre Des Mazis
2020,2,MLUVN,67LB1,06417Q452,Charles Wright
2020,2,MLVYI,68FP6,40438B111,Charles Wright
2020,2,MLVYQ,30Q96,06417Q379,Nate Boroff
2020,2,MLOTS,67LC3,06747F218,Mickael Slomka
2020,2,MLUVH,67LB6,13607G260,Mickael Slomka
2020,2,MLUVM,67LB7,40438G102,Shantanu Khare / Tanner Di Lello
2020,2,MLUVP,49P72,06417Q411,Shantanu Khare / Tanner Di Lello
2020,2,MLVYO,67LB8,13607G245,Charles Wright
2020,2,MLUVR,68FP8,40438J106,Shantanu Khare / Tanner Di Lello
2020,2,MLVYD,30Q92,13607G336,Shantanu Khare / Tanner Di Lello
2020,2,MLVYN,39HS2,06417Q395,Pierre-Alexandre Des Mazis
2020,2,MLVYK,67LB3,13607G278,Charles Wright
2020,2,MLUVT,39HS4,40438G607,Pierre-Alexandre Des Mazis
2020,2,MLVYM,21BG5,13607G310,Charles Wright
2020,2,MLUVL,68FP5,06417Q478,Shantanu Khare / Tanner Di Lello
2020,2,MLUVU,8Y1Q7,40438G706,Shantanu Khare / Tanner Di Lello
2020,2,MLVYL,67LA9,06417Q486,Charles Wright
2020,2,MLUVK,39HR8,40438B145,Mickael Slomka
2020,2,MLVXU,49P15,40434B107,Charles Wright
2020,2,MLVYC,08VY1,40438B178,
2020,3,MLVZJ,21BI8,95002W594,Charles Wright
2020,3,MLJCT,67LD3,13607G161,Shantanu Khare / Tanner Di Lello
2020,3,MLUVZ,67LD5,06747G810,Shantanu Khare / Tanner Di Lello
2020,3,MLVYV,67LD1,891160517,Charles Wright
2020,3,MLVZA,21BI3,06417R203,Charles Wright
2020,3,MLUVY,67LD0,13607G179,Shantanu Khare / Tanner Di Lello
2020,3,MLJCU,67LD8,13607G153,Shantanu Khare / Tanner Di Lello
2020,3,MLUVW,67LD6,95002W669,Charles Wright
2020,3,MLUWD,68FQ3,06417Q130,Shantanu Khare / Tanner Di Lello
2020,3,MLUWI,39HS9,13607G187,Mickael Slomka
2020,3,MLVYZ,67LD2,891160491,Charles Wright
2020,3,MLUWC,68FQ4,06747G877,Shantanu Khare / Tanner Di Lello
2020,3,MLVYY,39HS8,06417R104,Pierre-Alexandre Des Mazis
2020,3,MLJCV,67KQ3,06747G620,Shantanu Khare / Tanner Di Lello
2020,3,MLUWG,67LC6,40438J304,Mickael Slomka
2020,3,MLVZF,67LC8,13607G211,Charles Wright
2020,3,MLUWA,39HS6,06417Q122,Mickael Slomka
2020,3,MLOTU,67LD4,06747G828,Shantanu Khare / Tanner Di Lello
2020,3,MLVYW,68FQ5,13607G195,Charles Wright
2020,3,MLUWF,49P82,40438J205,Shantanu Khare / Tanner Di Lello
2020,3,MLVZC,39HS7,06417Q114,Pierre-Alexandre Des Mazis
2020,4,MLUWM,67LF3,06417R872,Shantanu Khare / Tanner Di Lello
2020,4,MLWAA,21BJ5,13607H805,Charles Wright
2020,4,MLUWL,67LF0,891160475,Charles Wright
2020,4,MLJCX,67LE3,09710C451,Shantanu Khare / Tanner Di Lello
2020,4,MLUWQ,68FQ7,06417R609,Shantanu Khare / Tanner Di Lello
2020,4,MLUWK,49P93,13607H409,Shantanu Khare / Tanner Di Lello
2020,4,MLVZV,67LF6,06417R864,Charles Wright
2020,4,MLUWP,68FQ9,13607H508,Shantanu Khare / Tanner Di Lello
2020,4,MLVZY,67LF7,13607H870,Shantanu Khare / Tanner Di Lello
2020,4,MLVZR,68FR0,891160459,Charles Wright
2020,4,MLVZS,67LE9,06417R807,Charles Wright
2020,4,MLUWO,39HT6,13607H102,Mickael Slomka
2020,4,MLVZK,67LE7,13607G120,Shantanu Khare / Tanner Di Lello
2020,4,MLVZZ,39HT7,06417R831,Pierre-Alexandre Des Mazis
2020,4,MLVZT,21BJ0,06417R500,Charles Wright
2020,4,MLVZW,21BJ3,06417R856,Charles Wright
2020,4,MLVZQ,67LF1,06417R880,Charles Wright
2020,4,MLUWN,67LE6,13607G138,Shantanu Khare / Tanner Di Lello
2020,4,MLAGC,67LF8,06417R815,
2020,5,MLWAU,67LH4,09710C485,Index
2020,5,MLWAP,67LG1,06417R773,Index
2020,5,MLWAN,39HT8,22550J734,EMEA
2020,5,MLUWW,68FR2,06417R765,Exotics
2020,5,MLWAQ,21BJ9,06417R757,Index
2020,5,MLWAG,67LG6,06417R724,Index
2020,5,MLWAR,30RC3,22550J718,Index
2020,5,MLWAJ,39HT9,40438J767,EMEA
2020,5,MLUWV,68FR4,06417R682,Exotics
2020,5,MLWAM,68FR3,06417R716,Index
2020,5,MLWAW,67LH5,09710C493,EMEA
2020,5,MLWAI,68FR5,06417R674,Index
2020,5,MLWAT,39HU1,13607H854,Exotics
2020,5,MLOUA,67LH1,06417R641,Exotics
2020,5,MLUWX,39HU2,06747H826,EMEA
2020,5,MLUWR,67LH0,06417R658,Index
2020,5,MLWAL,67LG9,06417R666,Index
2020,5,MLWAY,30RC5,09710C501,Index
2020,5,MLWAX,28IH5,06747H727,Exotics
2020,5,MLUWT,67LG7,06417R690,Exotics
2020,5,MLWAV,68FR6,06747H883,Index
2020,5,MLUWS,67LG3,06417R732,Exotics
2020,5,MLWAO,67LG4,06417R740,Index
2020,5,MLWAH,67LG2,40438J783,EMEA
2020,5,MLUWY,49JJ3,06747H743,Exotics
2020,5,MLWAS,30RB9,22550J726,Single Stock
2020,5,MLWAE,67LF9,09710C469,Exotics
2020,5,MLWAF,67LG0,06417R781,Index
2020,5,MLWAD,21BJ8,06417R799,Index
2020,5,MLKGW,67LH3,40438J742,Index
2020,5,MLWAK,67LH8,06747H750,Exotics
2020,6,UHAAA,13B22,40438J494,Simon Torjmane / Wen Xuan Lim
2020,6,MLWQB,67I39,09710C568,Charles Wright
2020,6,MLOUD,67GI3,06747H388,Simon Torjmane / Wen Xuan Lim
2020,6,MLWBH,661P1,89117F307,Charles Wright
2020,6,MLWBM,30PF2,78014F122,Ryan Sosnader / Don Nguyen
2020,6,MLUYC,661R6,06747H347,Tanner Di Lello
2020,6,MLWBC,30PC5,40438J627,Pierre-Alexandre Des Mazis
2020,6,MLUYB,30PE4,13607H821,Mickael Slomka
2020,6,MLWBG,67IF2,06747H313,Charles Wright
2020,6,MLWAZ,67AG9,06747H438,Charles Wright
2020,6,MLWBO,03HD7,06747H123,Simon Torjmane / Wen Xuan Lim
2020,6,MLOUF,67AS4,09710C519,Tanner Di Lello
2020,6,MLWBB,661S3,78014T106,Charles Wright
2020,6,MLOUH,67GQ4,06747H362,Tanner Di Lello
2020,6,MLUYA,67HF2,06747H297,Tanner Di Lello
2020,6,MLWBI,67IJ3,40438J593,Charles Wright
2020,6,MLWBF,67IV0,40438J619,Charles Wright
2020,6,MLWBK,661S6,06417R625,Charles Wright
2020,6,MLJDE,129V6,13607H813,Simon Torjmane / Wen Xuan Lim
2020,6,MLUWZ,67GM2,13607H839,Tanner Di Lello
2020,6,MLOUE,67I07,09710C550,Tanner Di Lello
2020,6,MLWBA,67HB9,09710C527,Youssef Boujemaoui / Thomas Eshaghi
2020,6,MLWBE,67IV2,09710C535,Simon Torjmane / Wen Xuan Lim
2020,6,MLWBL,30PE6,78014F114,Nate Boroff
2020,6,MLWBD,28C83,78014P104,Simon Torjmane / Wen Xuan Lim
2020,6,MLUYD,661S2,06747H321,Tanner Di Lello
2020,6,MLWBJ,38UH7,78014F130,Charles Wright
2020,6,MLWBP,67I45,06747J871,Youssef Boujemaoui / Thomas Eshaghi
2020,6,MLWBN,03CL2,06747H370,Ryan Sosnader / Don Nguyen
2020,7,MLWBS,67LI8,13607H748,
2020,7,MLWCB,30PH6,78014T205,
2020,7,MLWBV,28IH8,78014T601,Tanner Di Lello
2020,7,MLUYI,661V9,06417R542,Tanner Di Lello
2020,7,MLOUI,67LI0,09710C584,Tanner Di Lello
2020,7,MLWCF,67JD3,06417R617,
2020,7,MLWCK,31H74,09710C642,
2020,7,MLWCJ,73KP2,09710C634,
2020,7,MLWCI,67LJ1,09710C626,
2020,7,MLWCA,30PG1,13607H797,
2020,7,MLWBZ,67JF6,06417R591,Charles Wright
2020,7,MLOUK,661V3,09710C576,Tanner Di Lello
2020,7,MLUYH,661V6,13607H789,Tanner Di Lello
2020,7,UHAAC,67LJ0,40431U793,Tanner Di Lello
2020,7,MLWCD,39HU6,13607H722,Pierre-Alexandre Des Mazis
2020,7,MLWCC,250O7,06417R534,Charles Wright
2020,7,MLWCH,250O8,13607H714,Charles Wright
2020,7,MLUYG,39FW5,06417R559,Mickael Slomka
2020,7,MLWBY,39GT1,78014T304,Charles Wright
2020,7,MLWBR,67JJ2,09710C600,Charles Wright
2020,7,MLWBU,39HU3,78014T502,Pierre-Alexandre Des Mazis
2020,7,MLWBT,661V1,09710C618,Charles Wright
2020,7,MLOUL,67LI9,06747J715,Tanner Di Lello
2020,7,MLUYF,67LI6,06417R575,Tanner Di Lello
2020,7,MLJDF,39CK8,78014T700,Simon Torjmane / Wen Xuan Lim
2020,7,MLWBX,67LI5,13607H755,Tanner Di Lello
2020,7,MLWCE,661V7,891160434,Charles Wright
2020,7,MLUYK,49JC0,06417R583,Tanner Di Lello
2020,7,MLWCG,67CL6,13607H730,Charles Wright
2020,7,MLUYJ,67LI3,13607H771,Tanner Di Lello
2020,7,MLUYE,67LI7,06417R567,Tanner Di Lello
2020,8,UHAAD,67LK9,40438J130,Tanner Di Lello
2020,8,MLUYP,67LK6,06417R450,Tanner Di Lello
2020,8,MLUYN,67KX7,06417R526,Tanner Di Lello
2020,8,MLUYL,49CM9,06417R484,Tanner Di Lello
2020,8,MLWCU,67CU4,06417R476,Charles Wright
2020,8,MLWCQ,39HU8,22550J676,Simon Torjmane / Wen Xuan Lim
2020,8,MLUYW,67LK7,40438J163,Mickael Slomka
2020,8,MLWCX,28AL5,06417R492,Charles Wright
2020,8,MLOUN,67CR4,09710C675,Tanner Di Lello
2020,8,MLUYO,67LK8,06747K506,Tanner Di Lello
2020,8,MLUYM,67LK2,06747J327,Tanner Di Lello
2020,8,MLWCT,67LJ5,06747J418,Charles Wright
2020,8,MLWCL,67LJ4,06747J426,Charles Wright
2020,8,MLWCO,39HW0,40438J353,Pierre-Alexandre Des Mazis
2020,8,MLOUP,67LK1,06747J293,Tanner Di Lello
2020,8,MLUYS,67CU0,40438J296,Tanner Di Lello
2020,8,MLWCY,67CM7,06747J442,Charles Wright
2020,8,MLJDG,39HW5,13607H698,Simon Torjmane / Wen Xuan Lim
2020,8,MLUYQ,39HU9,06417R518,Mickael Slomka
2020,8,MLUYT,49JJ8,40438J221,Tanner Di Lello
